Fwd_Rate	Rev_Rate	Net_Rate	PEI	Reaction_String
2.64E-07	2.64E-07	1.98E-10	5.00E-01	H1234TOL(S) + PT(S) <=> H124TOL(S) + H(S) + PT(B)
1.72E-07	1.72E-07	4.95E-11	5.00E-01	H1234TOL(S) + PT(S) <=> H134TOL(S) + H(S) + PT(B)
7.58E-08	7.60E-08	-2.37E-10	4.99E-01	H1234TOL(S) + 2 PT(S) <=> H234TOL(S) + H(S) + 2 PT(B)
3.19E-05	3.19E-05	1.68E-09	5.00E-01	H1235TOL(S) + PT(S) <=> H123TOL(S) + H(S) + PT(B)
4.07E-04	4.07E-04	4.59E-09	5.00E-01	H1235TOL(S) + PT(S) <=> H125TOL(S) + H(S) + PT(B)
6.31E-06	6.28E-06	2.58E-08	5.01E-01	H1235TOL(S) + PT(S) <=> H135TOL(S) + H(S) + PT(B)
8.69E-05	8.69E-05	-3.20E-08	5.00E-01	H1235TOL(S) + PT(S) <=> H235TOL(S) + H(S) + PT(B)
1.87E-06	1.87E-06	1.39E-10	5.00E-01	H1236TOL(S) + PT(S) <=> H123TOL(S) + H(S) + PT(B)
2.39E-05	2.39E-05	7.85E-10	5.00E-01	H1236TOL(S) + PT(S) <=> H125TOL(S) + H(S) + PT(B)
5.43E-07	5.42E-07	8.77E-10	5.00E-01	H1236TOL(S) + 2 PT(S) <=> H126TOL(S) + H(S) + 2 PT(B)
7.03E-07	7.05E-07	-1.50E-09	4.99E-01	H1236TOL(S) + PT(S) <=> H236TOL(S) + H(S) + PT(B)
2.28E-06	2.28E-06	2.01E-09	5.00E-01	H1245TOL(S) + 2 PT(S) <=> H124TOL(S) + H(S) + 2 PT(B)
1.07E-04	1.07E-04	7.50E-09	5.00E-01	H1245TOL(S) + 2 PT(S) <=> H125TOL(S) + H(S) + 2 PT(B)
1.48E-06	1.48E-06	6.26E-10	5.00E-01	H1245TOL(S) + 2 PT(S) <=> H134TOL(S) + H(S) + 2 PT(B)
1.00E-05	1.00E-05	-1.01E-08	5.00E-01	H1245TOL(S) + 2 PT(S) <=> H245TOL(S) + H(S) + 2 PT(B)
4.73E-06	4.73E-06	-1.58E-09	5.00E-01	H1246TOL(S) + PT(S) <=> H124TOL(S) + H(S) + PT(B)
5.02E-06	5.02E-06	2.19E-09	5.00E-01	H1246TOL(S) + 2 PT(S) <=> H126TOL(S) + H(S) + 2 PT(B)
2.99E-05	2.99E-05	-6.04E-10	5.00E-01	H1246TOL(S) + PT(S) <=> H246TOL(S) + H(S) + PT(B)
5.00E-06	4.99E-06	2.44E-10	5.00E-01	H1345TOL(S) + PT(S) <=> H134TOL(S) + H(S) + PT(B)
5.56E-06	5.54E-06	2.10E-08	5.01E-01	H1345TOL(S) + PT(S) <=> H135TOL(S) + H(S) + PT(B)
1.70E-05	1.70E-05	-2.13E-08	5.00E-01	H1345TOL(S) + 2 PT(S) <=> H345TOL(S) + H(S) + 2 PT(B)
1.80E-07	1.80E-07	-2.16E-10	5.00E-01	H2345TOL(S) + 2 PT(S) <=> H234TOL(S) + H(S) + 2 PT(B)
1.03E-05	1.03E-05	1.53E-08	5.00E-01	H2345TOL(S) + PT(S) <=> H235TOL(S) + H(S) + PT(B)
7.87E-06	7.86E-06	6.17E-09	5.00E-01	H2345TOL(S) + PT(S) <=> H245TOL(S) + H(S) + PT(B)
2.34E-05	2.34E-05	2.14E-08	5.00E-01	H2345TOL(S) + 2 PT(S) <=> H345TOL(S) + H(S) + 2 PT(B)
4.01E-09	4.01E-09	-6.44E-13	5.00E-01	H2346TOL(S) + 2 PT(S) <=> H234TOL(S) + H(S) + 2 PT(B)
1.92E-08	1.92E-08	1.42E-11	5.00E-01	H2346TOL(S) + PT(S) <=> H236TOL(S) + H(S) + PT(B)
6.13E-08	6.12E-08	1.12E-10	5.00E-01	H2346TOL(S) + PT(S) <=> H245TOL(S) + H(S) + PT(B)
8.84E-08	8.81E-08	3.56E-10	5.01E-01	H2346TOL(S) + PT(S) <=> H246TOL(S) + H(S) + PT(B)
7.79E-07	7.69E-07	9.65E-09	5.03E-01	H2356TOL(S) + 2 PT(S) <=> H235TOL(S) + H(S) + 2 PT(B)
1.07E-07	1.06E-07	1.14E-09	5.03E-01	H2356TOL(S) + 2 PT(S) <=> H236TOL(S) + H(S) + 2 PT(B)
2.92E-08	2.88E-08	3.87E-10	5.03E-01	H123TOL(S) + PT(S) <=> H12TOL(S) + H(S) + PT(B)
5.01E-09	3.84E-09	1.17E-09	5.66E-01	H123TOL(S) + PT(S) <=> H13TOL(S) + H(S) + PT(B)
7.58E-10	5.13E-10	2.45E-10	5.96E-01	H123TOL(S) + 2 PT(S) <=> H23TOL(S) + H(S) + 2 PT(B)
2.64E-08	2.61E-08	3.31E-10	5.03E-01	H124TOL(S) + PT(S) <=> H12TOL(S) + H(S) + PT(B)
3.43E-11	4.01E-12	3.02E-11	8.95E-01	H124TOL(S) + 2 PT(S) <=> H14TOL(S) + H(S) + 2 PT(B)
8.57E-10	5.93E-10	2.64E-10	5.91E-01	H124TOL(S) + PT(S) <=> H24TOL(S) + H(S) + PT(B)
1.78E-07	1.75E-07	2.37E-09	5.03E-01	H125TOL(S) + PT(S) <=> H12TOL(S) + H(S) + PT(B)
3.05E-08	2.34E-08	7.12E-09	5.66E-01	H125TOL(S) + PT(S) <=> H13TOL(S) + H(S) + PT(B)
6.48E-08	6.15E-08	3.38E-09	5.13E-01	H125TOL(S) + PT(S) <=> H25TOL(S) + H(S) + PT(B)
2.69E-07	2.66E-07	3.17E-09	5.03E-01	H126TOL(S) <=> H12TOL(S) + H(S)
2.21E-07	2.21E-07	-9.58E-11	5.00E-01	H126TOL(S) <=> H26TOL(S) + H(S)
3.83E-09	2.94E-09	8.95E-10	5.66E-01	H134TOL(S) + PT(S) <=> H13TOL(S) + H(S) + PT(B)
2.90E-11	3.39E-12	2.56E-11	8.95E-01	H134TOL(S) + 2 PT(S) <=> H14TOL(S) + H(S) + 2 PT(B)
3.47E-10	3.47E-10	-4.51E-13	5.00E-01	H134TOL(S) + 2 PT(S) <=> H34TOL(S) + H(S) + 2 PT(B)
1.43E-07	1.10E-07	3.30E-08	5.65E-01	H135TOL(S) + PT(S) <=> H13TOL(S) + H(S) + PT(B)
6.26E-08	4.87E-08	1.38E-08	5.62E-01	H135TOL(S) + PT(S) <=> H35TOL(S) + H(S) + PT(B)
1.41E-11	9.55E-12	4.60E-12	5.97E-01	H234TOL(S) + PT(S) <=> H23TOL(S) + H(S) + PT(B)
1.76E-11	1.21E-11	5.49E-12	5.92E-01	H234TOL(S) <=> H24TOL(S) + H(S)
8.45E-12	8.43E-12	1.79E-14	5.01E-01	H234TOL(S) + PT(S) <=> H34TOL(S) + H(S) + PT(B)
4.91E-12	3.32E-12	1.59E-12	5.96E-01	H235TOL(S) + 2 PT(S) <=> H23TOL(S) + H(S) + 2 PT(B)
6.90E-11	6.53E-11	3.62E-12	5.13E-01	H235TOL(S) + PT(S) <=> H25TOL(S) + H(S) + PT(B)
1.41E-11	1.10E-11	3.17E-12	5.63E-01	H235TOL(S) + PT(S) <=> H35TOL(S) + H(S) + PT(B)
1.04E-09	7.04E-10	3.38E-10	5.97E-01	H236TOL(S) + 2 PT(S) <=> H23TOL(S) + H(S) + 2 PT(B)
1.47E-08	1.39E-08	7.94E-10	5.14E-01	H236TOL(S) + PT(S) <=> H25TOL(S) + H(S) + PT(B)
3.29E-08	3.28E-08	1.09E-10	5.01E-01	H236TOL(S) + PT(S) <=> H26TOL(S) + H(S) + PT(B)
5.14E-12	3.55E-12	1.59E-12	5.92E-01	H245TOL(S) + PT(S) <=> H24TOL(S) + H(S) + PT(B)
5.79E-11	5.48E-11	3.08E-12	5.14E-01	H245TOL(S) + PT(S) <=> H25TOL(S) + H(S) + PT(B)
2.46E-12	2.46E-12	3.26E-16	5.00E-01	H245TOL(S) + 2 PT(S) <=> H34TOL(S) + H(S) + 2 PT(B)
1.90E-12	1.31E-12	5.85E-13	5.91E-01	H246TOL(S) + PT(S) <=> H24TOL(S) + H(S) + PT(B)
4.79E-11	4.79E-11	1.08E-15	5.00E-01	H246TOL(S) + PT(S) <=> H26TOL(S) + H(S) + PT(B)
8.83E-06	8.83E-06	2.60E-11	5.00E-01	H345TOL(S) + PT(S) <=> H34TOL(S) + H(S) + PT(B)
4.61E-11	3.58E-11	1.04E-11	5.63E-01	H345TOL(S) <=> H35TOL(S) + H(S)
2.92E-09	1.99E-11	2.90E-09	9.93E-01	H12TOL(S) + 2 PT(S) <=> H1TOL(S) + H(S) + 2 PT(B)
1.29E-08	9.51E-09	3.35E-09	5.75E-01	H12TOL(S) + 2 PT(S) <=> H2TOL(S) + H(S) + 2 PT(B)
2.13E-08	1.88E-10	2.11E-08	9.91E-01	H13TOL(S) + 2 PT(S) <=> H1TOL(S) + H(S) + 2 PT(B)
2.20E-08	8.84E-10	2.11E-08	9.61E-01	H13TOL(S) + 2 PT(S) <=> H3TOL(S) + H(S) + 2 PT(B)
4.54E-11	2.62E-12	4.28E-11	9.45E-01	H14TOL(S) + PT(S) <=> H1TOL(S) + H(S) + PT(B)
1.40E-11	9.72E-13	1.31E-11	9.35E-01	H14TOL(S) + PT(S) <=> H4TOL(S) + H(S) + PT(B)
4.04E-09	4.35E-09	-3.12E-10	4.81E-01	H23TOL(S) + PT(S) <=> H2TOL(S) + H(S) + PT(B)
9.45E-10	4.30E-11	9.02E-10	9.56E-01	H23TOL(S) + PT(S) <=> H3TOL(S) + H(S) + PT(B)
1.96E-08	2.07E-08	-1.09E-09	4.87E-01	H24TOL(S) + 2 PT(S) <=> H2TOL(S) + H(S) + 2 PT(B)
1.37E-09	1.61E-11	1.36E-09	9.88E-01	H24TOL(S) + 2 PT(S) <=> H4TOL(S) + H(S) + 2 PT(B)
9.16E-09	7.04E-09	2.11E-09	5.65E-01	H25TOL(S) + 2 PT(S) <=> H2TOL(S) + H(S) + 2 PT(B)
2.14E-09	6.96E-11	2.07E-09	9.69E-01	H25TOL(S) + 2 PT(S) <=> H3TOL(S) + H(S) + 2 PT(B)
4.78E-11	3.49E-11	1.29E-11	5.78E-01	H26TOL(S) + 2 PT(S) <=> H2TOL(S) + H(S) + 2 PT(B)
2.02E-11	6.21E-13	1.95E-11	9.70E-01	H34TOL(S) + PT(S) <=> H3TOL(S) + H(S) + PT(B)
6.05E-12	4.90E-14	6.00E-12	9.92E-01	H34TOL(S) + PT(S) <=> H4TOL(S) + H(S) + PT(B)
1.44E-08	5.71E-10	1.38E-08	9.62E-01	H35TOL(S) + 2 PT(S) <=> H3TOL(S) + H(S) + 2 PT(B)
3.54E-07	3.30E-07	2.41E-08	5.18E-01	H1TOL(S) + PT(S) <=> TOL(S) + H(S) + PT(B)
4.12E-09	3.55E-11	4.08E-09	9.91E-01	H2TOL(S) + PT(S) <=> TOL(S) + H(S) + PT(B)
4.76E-08	9.72E-09	3.79E-08	8.31E-01	H3TOL(S) + PT(S) <=> TOL(S) + H(S) + PT(B)
6.14E-09	4.76E-09	1.38E-09	5.63E-01	H4TOL(S) + PT(S) <=> TOL(S) + H(S) + PT(B)
3.39E-10	7.09E-08	-7.05E-08	4.76E-03	H2O(S) + PT(S) <=> OH(S) + H(S) + PT(B)
