Fwd_Rate	Rev_Rate	Net_Rate	PEI	Reaction_String
1.68E-07	1.68E-07	5.99E-11	5.00E-01	H1234TOL(S) + PT(S) <=> H134TOL(S) + H(S) + PT(B)
7.15E-08	7.18E-08	-2.57E-10	4.99E-01	H1234TOL(S) + 2 PT(S) <=> H234TOL(S) + H(S) + 2 PT(B)
3.12E-05	3.12E-05	1.92E-09	5.00E-01	H1235TOL(S) + PT(S) <=> H123TOL(S) + H(S) + PT(B)
3.98E-04	3.98E-04	5.30E-09	5.00E-01	H1235TOL(S) + PT(S) <=> H125TOL(S) + H(S) + PT(B)
6.17E-06	6.14E-06	2.95E-08	5.01E-01	H1235TOL(S) + PT(S) <=> H135TOL(S) + H(S) + PT(B)
8.49E-05	8.50E-05	-3.66E-08	5.00E-01	H1235TOL(S) + PT(S) <=> H235TOL(S) + H(S) + PT(B)
1.83E-06	1.83E-06	1.53E-10	5.00E-01	H1236TOL(S) + PT(S) <=> H123TOL(S) + H(S) + PT(B)
2.34E-05	2.34E-05	8.29E-10	5.00E-01	H1236TOL(S) + PT(S) <=> H125TOL(S) + H(S) + PT(B)
5.13E-07	5.12E-07	9.84E-10	5.00E-01	H1236TOL(S) + 2 PT(S) <=> H126TOL(S) + H(S) + 2 PT(B)
6.88E-07	6.89E-07	-1.60E-09	4.99E-01	H1236TOL(S) + PT(S) <=> H236TOL(S) + H(S) + PT(B)
2.23E-06	2.23E-06	2.32E-09	5.00E-01	H1245TOL(S) + 2 PT(S) <=> H124TOL(S) + H(S) + 2 PT(B)
1.04E-04	1.04E-04	8.70E-09	5.00E-01	H1245TOL(S) + 2 PT(S) <=> H125TOL(S) + H(S) + 2 PT(B)
1.45E-06	1.45E-06	7.21E-10	5.00E-01	H1245TOL(S) + 2 PT(S) <=> H134TOL(S) + H(S) + 2 PT(B)
9.80E-06	9.81E-06	-1.17E-08	5.00E-01	H1245TOL(S) + 2 PT(S) <=> H245TOL(S) + H(S) + 2 PT(B)
4.62E-06	4.62E-06	-1.84E-09	5.00E-01	H1246TOL(S) + PT(S) <=> H124TOL(S) + H(S) + PT(B)
4.74E-06	4.74E-06	2.52E-09	5.00E-01	H1246TOL(S) + 2 PT(S) <=> H126TOL(S) + H(S) + 2 PT(B)
2.93E-05	2.93E-05	-6.71E-10	5.00E-01	H1246TOL(S) + PT(S) <=> H246TOL(S) + H(S) + PT(B)
4.88E-06	4.88E-06	2.71E-10	5.00E-01	H1345TOL(S) + PT(S) <=> H134TOL(S) + H(S) + PT(B)
5.44E-06	5.41E-06	2.40E-08	5.01E-01	H1345TOL(S) + PT(S) <=> H135TOL(S) + H(S) + PT(B)
1.60E-05	1.61E-05	-2.42E-08	5.00E-01	H1345TOL(S) + 2 PT(S) <=> H345TOL(S) + H(S) + 2 PT(B)
1.68E-07	1.68E-07	-2.12E-10	5.00E-01	H2345TOL(S) + 2 PT(S) <=> H234TOL(S) + H(S) + 2 PT(B)
9.94E-06	9.93E-06	1.81E-08	5.00E-01	H2345TOL(S) + PT(S) <=> H235TOL(S) + H(S) + PT(B)
7.57E-06	7.57E-06	7.47E-09	5.00E-01	H2345TOL(S) + PT(S) <=> H245TOL(S) + H(S) + PT(B)
2.17E-05	2.17E-05	2.42E-08	5.00E-01	H2345TOL(S) + 2 PT(S) <=> H345TOL(S) + H(S) + 2 PT(B)
3.78E-09	3.78E-09	-6.56E-13	5.00E-01	H2346TOL(S) + 2 PT(S) <=> H234TOL(S) + H(S) + 2 PT(B)
1.88E-08	1.88E-08	1.87E-11	5.00E-01	H2346TOL(S) + PT(S) <=> H236TOL(S) + H(S) + PT(B)
6.00E-08	5.99E-08	1.25E-10	5.01E-01	H2346TOL(S) + PT(S) <=> H245TOL(S) + H(S) + PT(B)
8.65E-08	8.61E-08	4.05E-10	5.01E-01	H2346TOL(S) + PT(S) <=> H246TOL(S) + H(S) + PT(B)
7.63E-07	7.52E-07	1.09E-08	5.04E-01	H2356TOL(S) + 2 PT(S) <=> H235TOL(S) + H(S) + 2 PT(B)
1.05E-07	1.04E-07	1.31E-09	5.03E-01	H2356TOL(S) + 2 PT(S) <=> H236TOL(S) + H(S) + 2 PT(B)
3.34E-08	3.29E-08	4.54E-10	5.03E-01	H123TOL(S) + PT(S) <=> H12TOL(S) + H(S) + PT(B)
5.73E-09	4.39E-09	1.34E-09	5.66E-01	H123TOL(S) + PT(S) <=> H13TOL(S) + H(S) + PT(B)
8.37E-10	5.69E-10	2.68E-10	5.95E-01	H123TOL(S) + 2 PT(S) <=> H23TOL(S) + H(S) + 2 PT(B)
3.02E-08	2.98E-08	3.84E-10	5.03E-01	H124TOL(S) + PT(S) <=> H12TOL(S) + H(S) + PT(B)
3.78E-11	5.13E-12	3.27E-11	8.81E-01	H124TOL(S) + 2 PT(S) <=> H14TOL(S) + H(S) + 2 PT(B)
9.80E-10	6.84E-10	2.97E-10	5.89E-01	H124TOL(S) + PT(S) <=> H24TOL(S) + H(S) + PT(B)
2.03E-07	2.01E-07	2.77E-09	5.03E-01	H125TOL(S) + PT(S) <=> H12TOL(S) + H(S) + PT(B)
3.49E-08	2.67E-08	8.16E-09	5.66E-01	H125TOL(S) + PT(S) <=> H13TOL(S) + H(S) + PT(B)
7.42E-08	7.03E-08	3.90E-09	5.14E-01	H125TOL(S) + PT(S) <=> H25TOL(S) + H(S) + PT(B)
3.08E-07	3.04E-07	3.63E-09	5.03E-01	H126TOL(S) <=> H12TOL(S) + H(S)
2.52E-07	2.52E-07	-1.26E-10	5.00E-01	H126TOL(S) <=> H26TOL(S) + H(S)
4.39E-09	3.36E-09	1.02E-09	5.66E-01	H134TOL(S) + PT(S) <=> H13TOL(S) + H(S) + PT(B)
3.20E-11	4.33E-12	2.77E-11	8.81E-01	H134TOL(S) + 2 PT(S) <=> H14TOL(S) + H(S) + 2 PT(B)
3.83E-10	3.83E-10	-5.98E-13	5.00E-01	H134TOL(S) + 2 PT(S) <=> H34TOL(S) + H(S) + 2 PT(B)
1.64E-07	1.26E-07	3.77E-08	5.65E-01	H135TOL(S) + PT(S) <=> H13TOL(S) + H(S) + PT(B)
7.15E-08	5.57E-08	1.58E-08	5.62E-01	H135TOL(S) + PT(S) <=> H35TOL(S) + H(S) + PT(B)
1.56E-11	1.06E-11	5.04E-12	5.96E-01	H234TOL(S) + PT(S) <=> H23TOL(S) + H(S) + PT(B)
2.02E-11	1.40E-11	6.17E-12	5.90E-01	H234TOL(S) <=> H24TOL(S) + H(S)
9.34E-12	9.31E-12	2.22E-14	5.01E-01	H234TOL(S) + PT(S) <=> H34TOL(S) + H(S) + PT(B)
5.42E-12	3.68E-12	1.74E-12	5.95E-01	H235TOL(S) + 2 PT(S) <=> H23TOL(S) + H(S) + 2 PT(B)
7.89E-11	7.47E-11	4.18E-12	5.14E-01	H235TOL(S) + PT(S) <=> H25TOL(S) + H(S) + PT(B)
1.62E-11	1.25E-11	3.64E-12	5.63E-01	H235TOL(S) + PT(S) <=> H35TOL(S) + H(S) + PT(B)
1.15E-09	7.81E-10	3.71E-10	5.96E-01	H236TOL(S) + 2 PT(S) <=> H23TOL(S) + H(S) + 2 PT(B)
1.68E-08	1.58E-08	9.19E-10	5.14E-01	H236TOL(S) + PT(S) <=> H25TOL(S) + H(S) + PT(B)
3.76E-08	3.75E-08	1.41E-10	5.01E-01	H236TOL(S) + PT(S) <=> H26TOL(S) + H(S) + PT(B)
5.89E-12	4.10E-12	1.79E-12	5.90E-01	H245TOL(S) + PT(S) <=> H24TOL(S) + H(S) + PT(B)
6.62E-11	6.26E-11	3.56E-12	5.14E-01	H245TOL(S) + PT(S) <=> H25TOL(S) + H(S) + PT(B)
2.72E-12	2.72E-12	3.61E-16	5.00E-01	H245TOL(S) + 2 PT(S) <=> H34TOL(S) + H(S) + 2 PT(B)
2.17E-12	1.51E-12	6.56E-13	5.89E-01	H246TOL(S) + PT(S) <=> H24TOL(S) + H(S) + PT(B)
5.48E-11	5.48E-11	3.10E-15	5.00E-01	H246TOL(S) + PT(S) <=> H26TOL(S) + H(S) + PT(B)
8.21E-06	8.21E-06	3.00E-11	5.00E-01	H345TOL(S) + PT(S) <=> H34TOL(S) + H(S) + PT(B)
5.28E-11	4.09E-11	1.19E-11	5.63E-01	H345TOL(S) <=> H35TOL(S) + H(S)
3.46E-09	1.23E-10	3.34E-09	9.66E-01	H12TOL(S) + 2 PT(S) <=> H1TOL(S) + H(S) + 2 PT(B)
1.53E-08	1.14E-08	3.90E-09	5.73E-01	H12TOL(S) + 2 PT(S) <=> H2TOL(S) + H(S) + 2 PT(B)
2.53E-08	1.15E-09	2.41E-08	9.56E-01	H13TOL(S) + 2 PT(S) <=> H1TOL(S) + H(S) + 2 PT(B)
2.61E-08	1.97E-09	2.41E-08	9.30E-01	H13TOL(S) + 2 PT(S) <=> H3TOL(S) + H(S) + 2 PT(B)
6.23E-11	1.61E-11	4.62E-11	7.95E-01	H14TOL(S) + PT(S) <=> H1TOL(S) + H(S) + PT(B)
1.93E-11	5.16E-12	1.41E-11	7.89E-01	H14TOL(S) + PT(S) <=> H4TOL(S) + H(S) + PT(B)
4.82E-09	5.20E-09	-3.84E-10	4.81E-01	H23TOL(S) + PT(S) <=> H2TOL(S) + H(S) + PT(B)
1.13E-09	9.59E-11	1.03E-09	9.21E-01	H23TOL(S) + PT(S) <=> H3TOL(S) + H(S) + PT(B)
2.35E-08	2.47E-08	-1.25E-09	4.87E-01	H24TOL(S) + 2 PT(S) <=> H2TOL(S) + H(S) + 2 PT(B)
1.64E-09	8.56E-11	1.56E-09	9.51E-01	H24TOL(S) + 2 PT(S) <=> H4TOL(S) + H(S) + 2 PT(B)
1.09E-08	8.41E-09	2.45E-09	5.63E-01	H25TOL(S) + 2 PT(S) <=> H2TOL(S) + H(S) + 2 PT(B)
2.54E-09	1.55E-10	2.38E-09	9.42E-01	H25TOL(S) + 2 PT(S) <=> H3TOL(S) + H(S) + 2 PT(B)
5.67E-11	4.17E-11	1.50E-11	5.76E-01	H26TOL(S) + 2 PT(S) <=> H2TOL(S) + H(S) + 2 PT(B)
2.39E-11	1.38E-12	2.25E-11	9.45E-01	H34TOL(S) + PT(S) <=> H3TOL(S) + H(S) + PT(B)
7.18E-12	2.60E-13	6.92E-12	9.65E-01	H34TOL(S) + PT(S) <=> H4TOL(S) + H(S) + PT(B)
1.71E-08	1.27E-09	1.58E-08	9.31E-01	H35TOL(S) + 2 PT(S) <=> H3TOL(S) + H(S) + 2 PT(B)
2.20E-06	2.17E-06	2.75E-08	5.03E-01	H1TOL(S) + PT(S) <=> TOL(S) + H(S) + PT(B)
4.96E-09	2.33E-10	4.73E-09	9.55E-01	H2TOL(S) + PT(S) <=> TOL(S) + H(S) + PT(B)
1.07E-07	6.39E-08	4.33E-08	6.27E-01	H3TOL(S) + PT(S) <=> TOL(S) + H(S) + PT(B)
3.29E-08	3.13E-08	1.58E-09	5.12E-01	H4TOL(S) + PT(S) <=> TOL(S) + H(S) + PT(B)
1.69E-09	7.90E-08	-7.73E-08	2.09E-02	H2O(S) + PT(S) <=> OH(S) + H(S) + PT(B)
